_id,name,brand,size,price
altosight_213,"Pendrive 8GB azul Toshiba TransMemory Aqua, USB 2.0 (Mod.THNU08HAYAQA(",TOSHIBA,8,
altosight_214,"Pendrive 8GB Toshiba TransMemory U202 White, USB 2.0, blanco (Mod.Refe",TOSHIBA,8,
altosight_215,"Pendrive de 16GB - Lexar JumpDriveÂ® S25 , USB 3.0, 130MB/s, blanco y a",LEXAR,16,10.0
altosight_216,"Pendrive de 32GB Lexar JumpDriveÂ® S25, USB 3.0, 130MB/s (Mod.Referenci",LEXAR,32,
altosight_217,"Pendrive de 32 GB - Lexar JumpDrive V30 LJDV30-32GABEU, USB 2.0",LEXAR,32,
altosight_218,"Tarjeta micro SD de Sandisk Extreme Pro UHS-I , 16 GB",SANDISK,16,
altosight_219,"Tarjeta SDHC - Lexar 300X 8GB, clase 10",LEXAR,8,
altosight_220,Tarjeta SDHC Sandisk 8GB,SANDISK,8,
altosight_221,"Tarjeta SDXC - Toshiba Exceria UHS-I, 64GB",TOSHIBA,64,
altosight_222,Transcend TS64GSD2U3 | Card SD Secure Digital | Storage media | Re ... - New,Transcend,64,99.41
altosight_223,"Sony Micro Vault MACH USM32GQX Drive,Sony,USM32GQX/B",SONY,32,38.3
altosight_224,Kingston SD4/4GB Memory 4GB SDHC Class 4 Flash Card,Kingston,4,
altosight_225,"SanDisk Standard SDHC 8 GB Memory Card (Label May Change),SanDisk,SDSDB-008G-B35,B009HQG4G2,Computer_Components,Drives and Mass Storage,SD HC,SDHC,8Gb,8 Gig,Memory,Memory,Card,SanDisk,ScanDisk,SDSDB,SDSDB8192,8192,SDSDB8192E,8192E,E,SDSDB8192E11,8192E11,E11,Secure Digital,SecureDigital,SD,",SANDISK,8,
altosight_226,Kingston DataTraveler 101 G2 16 GB USB 2.0 Flash Drive - Black,Kingston,16,7.91
altosight_227,Kingston DataTraveler 101 G2 32 GB USB 2.0 Flash Drive - Purple,Kingston,32,
altosight_228,"Basic Line 16GB,Intenso,3502470",Intenso,16,6.77
altosight_229,"Sony 8GB SDHC Secure Digital Flash Memory Card - PERFORMANCE Series Class 10 UHS-1 (Read 90MB/s) - SF8U,Sony,CAN985",SONY,8,14.4
altosight_230,Lexar Professional JumpDrive S70 16GB USB 2.0 Retractable Design Flash Drive Memory Stick - Grey,LEXAR,16,12.99
altosight_231,Lexar Professional JumpDrive S70 16GB USB 2.0 Retractable Design Flash Drive Memory Stick - Grey (Pack of Two),LEXAR,16,23.99
altosight_232,Sandisk 8 Gb Secure Digital High Capacity (sdhc) - Class 4,SANDISK,8,15.18
altosight_233,Kingston Technology SDA10/16GB 16GB UHS-I Ultimate Flash Card,Kingston,16,9.95
altosight_234,SanDisk SDSDXS-128G-X46 Extreme Plus 128 GB 80 MB/s UHS-I Class 10 SDHC Memory Card,SANDISK,128,135.88
altosight_235,"Kingston Technology DT101G2/32GB DataTraveler 101 G2 32 GB USB Flash Drive, Purple",Kingston,32,17.39
altosight_236,Lexar JumpDrive S25 32GB USB 3.0 Flash Drive LJDS25-32GABEU (Green),LEXAR,32,15.07
altosight_237,"Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU,LEXAR MEDIA INC,LJDP20-32GCRBEU",LEXAR,32,27.81
altosight_238,Lexar V30 32GB JumpDrive USB 2.0 Flash Drive Memory Stick - Green,LEXAR,32,8.99
altosight_239,Lexar V30 16GB JumpDrive USB 2.0 Flash Drive Memory Stick - Teal,LEXAR,16,5.99
altosight_240,Lexar Platinum II 300x 8GB SDHC U1 Memory Card - LSD8GBBBEU300,LEXAR,8,7.95
altosight_241,Toshiba Exceria Pro N101 32GB SD Memory Card 260 MB/s - THN-N101K0320E6,TOSHIBA,32,62.84
altosight_242,Toshiba Exceria Pro N101 64GB SD Memory Card 260 MB/s 4K HD - THN-N101K0640E6,TOSHIBA,64,137.66
altosight_243,Toshiba EXCERIA SDHC 32 GB UHS-I (U3 - up to 95MB/s read) Flash Memory Card,TOSHIBA,32,29.49
altosight_244,"Toshiba 64GB Exceria MicroSD - memory cards (MicroSDXC, Black, UHS-I, microSD, Water resistant, X-ray-proof, Jewel case)",TOSHIBA,64,40.5
altosight_245,Kingston - Flash memory card - 128 GB - UHS Class 3 / Class10 - SDXC UHS-I,Kingston,128,54.41
altosight_246,Lexar 32 GB 1400X Professional XQD CompactFlash Card,LEXAR,32,
altosight_247,"Lexar JumpDrive C20m 32GB micro-USB Flash Drive,LEXJ4,LJDC20m-32GBBEU",LEXAR,32,18.41
altosight_248,"Lexar JumpDrive C20m 128 GB micro-USB Flash Drive,LEXJ4,LJDC20m-128BBEU",LEXAR,128,39.68
altosight_249,Toshiba TransMemory U202 8GB USB Flash Drive USB 2.0 - White - THN-U202W0080E4,TOSHIBA,8,
altosight_250,Transcend 64 GB Ultimate SDXC UHS-II U3 Memory Card,Transcend,64,77.86
altosight_251,"Sandisk 8GB Ultra SDHC Memory Card, Class 10, Read speed up to 80 MB/s + SD Adapter 32 gb",SANDISK,32,30.47
altosight_252,"Sandisk 8GB Ultra SDHC Memory Card, Class 10, Read speed up to 80 MB/s + SD Adapter 64 gb",SANDISK,64,36.7
altosight_253,"Sandisk 8GB Ultra SDHC Memory Card, Class 10, Read speed up to 80 MB/s + SD Adapter 128 GB",SANDISK,128,66.41
altosight_254,Toshiba Exceria Pro N101 128GB SD Memory Card 260 MB/s 4K - THN-N101K1280E6,TOSHIBA,128,148.97
altosight_255,Kingston 8 GB UHS Class 1/Class10 microSDHC UHS-I Flash Memory Card,Kingston,8,
altosight_256,Toshiba TransMemory U202 128GB USB Flash Drive USB 2.0 - White - THN-U202W1280E4,TOSHIBA,128,
altosight_257,Sandisk SDSDUNC-016G SDHC Ultra Plus UHS-I class_10,SANDISK,16,13.18
altosight_258,SanDisk 4GB Micro SD Class 4 Memory Card,SANDISK,4,
altosight_259,"SanDisk Cruzer Glide CZ600 32GB SDCZ600-032GB USB 3.0 Jump Drive Pen Drive Flash Drive,SanDisk,FBA_SDCZ600-032G-G35",SANDISK,32,13.97
altosight_260,HyperX 512 GB Savage USB 2.0/3.0/3.1 Flash Drive,Kingston,512,206.09
altosight_261,Toshiba THN-M401S0160E2 16 GB EXCERIA PRO M401 MicroSD Card,TOSHIBA,16,13.01
altosight_262,"SanDisk Cruzer Glide 256 GB USB 2.0 Flash Drive,SanDisk,SDCZ60-256G-B35",SANDISK,256,81.99
altosight_263,Toshiba Exceria Pro N401 128GB SD Memory Card 95 MB/s 4K - THN-N401S1280E4,TOSHIBA,128,65.08
altosight_264,"Kingston SDCIT/8GB microSDHC 8 GB UHS-I Class 10 Industrial Temperature Card + SD Adapter, Black",Kingston,8,9.67
altosight_265,"FLASH DRIVE, CRUZER EXTREME USB3.0 16GB",SANDISK,16,
altosight_266,Toshiba Exceria Pro N401 32GB SD Memory Card 95 MB/s 4K HD - THN-N401S0320E4,TOSHIBA,32,21.99
altosight_267,Toshiba Exceria Pro N401 64GB SD Memory Card 95 MB/s 4K HD - THN-N401S0640E4,TOSHIBA,64,41.47
altosight_268,Toshiba Exceria N302 128GB SD Memory Card 90 MB/s 4K HD - THN-N302R1280E4,TOSHIBA,128,39.99
altosight_269,PNY P-FD32GOTGSLMB-GE 3.0 32 GB Duo-Link OTG Micro USB Flash Drive,PNY,32,10.99
altosight_270,PNY FD128ATT4-EF Attache 128 GB USB 2.0 Flash Drive,PNY,128,16.99
altosight_271,SANDISK SDCZ60-256G-A46 256GB Cruzer Glide(TM) USB Flash Drive,SANDISK,256,
altosight_272,Intenso 3502450 4GB Rainbow USB 2.0 Flash Drive - Transparent Blue,Intenso,4,8.28
altosight_273,Intenso Basic Line 3503470 16GB USB 2.0 Flash Drive,Intenso,16,8.03
altosight_274,Kingston DataTraveler 101 G2 16 GB USB 2.0 Flash Drive - Black,Kingston,16,6.35
altosight_275,Lexar JumpDrive S25 32GB USB 3.0 Flash Drive LJDS25-32GABEU (Green),LEXAR,32,15.99
altosight_276,Lexar V30 32GB JumpDrive USB 2.0 Flash Drive Memory Stick - Green,LEXAR,32,8.99
altosight_277,Lexar JumpDrive S25 64GB USB 3.0 Flash Drive LJDS25-64GABEU (Purple),LEXAR,64,37.99
altosight_278,Lexar JumpDrive C20m 32GB micro-USB Flash Drive,LEXAR,32,19.28
altosight_279,Lexar JumpDrive C20m 128 GB micro-USB Flash Drive,LEXAR,128,43.75
altosight_280,Lexar JumpDrive C20c 128 GB USB Type-C Flash Drive,LEXAR,128,50.23
altosight_281,Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU,LEXAR,32,30.86
altosight_282,SanDisk Cruzer Glide 256 GB USB 2.0 Flash Drive,SANDISK,256,82.99
altosight_283,Sandisk SDCZ880-256G-G46 Cruzer Extreme Drive,SANDISK,256,178.17
altosight_284,Sony Micro Vault MACH USM32GQX Drive,SONY,32,29.04
altosight_285,Sony USM128GQX 128 GB RAM USB Flash Drive,SONY,128,113.31
altosight_286,Toshiba Exceria Pro N101 128GB SD Memory Card 260 MB/s 4K - THN-N101K1280E6,TOSHIBA,128,148.97
altosight_287,Toshiba Exceria Pro N101 32GB SD Memory Card 260 MB/s - THN-N101K0320E6,TOSHIBA,32,59.56
altosight_288,Toshiba Exceria Pro N101 64GB SD Memory Card 260 MB/s 4K HD - THN-N101K0640E6,TOSHIBA,64,209.99
altosight_289,Toshiba Exceria N302 128GB SD Memory Card 90 MB/s 4K HD - THN-N302R1280E4,TOSHIBA,128,39.99
altosight_290,Toshiba Exceria Pro N401 128GB SD Memory Card 95 MB/s 4K - THN-N401S1280E4,TOSHIBA,128,52.99
altosight_291,Toshiba Exceria Pro N401 32GB SD Memory Card 95 MB/s 4K HD - THN-N401S0320E4,TOSHIBA,32,24.99
altosight_292,Toshiba Exceria Pro N401 64GB SD Memory Card 95 MB/s 4K HD - THN-N401S0640E4,TOSHIBA,64,40.92
altosight_293,Toshiba EXCERIA SDHC 32 GB UHS-I (U3 - up to 95MB/s read) Flash Memory Card: Toshiba,TOSHIBA,32,29.42
altosight_294,Toshiba TransMemory?EX II 128 GB USB 3.0 (up to 220MB/s read) Flash Drive,TOSHIBA,128,85.67
altosight_295,Intenso Rainbow Line 4 GB USB-Stick USB 2.0 blau,Intenso,4,5.49
altosight_296,SanDisk Micro SDHC 4GB Class 4 Speicherkarte,SANDISK,4,
altosight_297,SanDisk microSDHC 4GB Class 4 Speicherkarte (inkl. microSD zu SD Adapter),SANDISK,4,
altosight_298,Sony SF16N4 Class 4 Standard 16GB SDHC-Speicherkarte,SONY,16,
altosight_299,Kingston DataTraveler 101 Gen 2 16GB USB Drive - Black,Kingston,16,
altosight_300,Kingston DataTraveler DT101G2 32GB USB-Stick USB 2.0 lila,Kingston,32,
altosight_301,Sony Micro Vault Midi 32GB Speicherstick USB 2.0,SONY,32,24.73
altosight_302,Intenso Basic Line 16 GB USB-Stick USB 2.0 silber-schwarz,Intenso,16,
altosight_303,Sony SF8U Class-10 8GB SDHC Speicherkarte mit UHS Interface,SONY,8,14.88
altosight_304,Kingston SDA10/16GB UHS-I SDHC/SDXC SD-Karte Klasse 10 Speicherkarte,Kingston,16,17.05
altosight_305,"Kingston DataTraveler DT101G2 32 GB USB-Stick USB 2.0 lila [Amazon Frustfreie Verpackung],Kingston,DT101G2/32GB",Kingston,32,23.25
altosight_306,SanDisk Extreme 16 GB USB-Flash-Laufwerk USB 3.0 bis zu 245 MB/Sek,SANDISK,16,
altosight_307,Toshiba Exceria Pro SDHC 32GB (bis zu 260MB/s lesen) Speicherkarte schwarz,TOSHIBA,32,86.89
altosight_308,Intenso Premium Line 8GB Speicherstick USB 3.0 silber,Intenso,8,8.99
altosight_309,"Toshiba 64GB microSDHC 64GB MicroSD UHS-I Class 10 Speicherkarte - Speicherkarten (MicroSD, UHS-I, Class 10, IPX7, Schwarz, Wasserfest, RÃ¶ntgenstrahlenbestÃ¤ndig)",TOSHIBA,64,46.87
altosight_310,Toshiba Exceria SDHC 64GB (bis zu 95MB/s lesen) Speicherkarte schwarz,TOSHIBA,64,48.29
altosight_311,Kingston DataTraveler DTSE9G2 8GB Speicherstick USB 3.0 silber,Kingston,8,
altosight_312,Lexar P20 128GB USB 3.0 JumpDrive - LJDP20-128CRBEU,LEXAR,128,82.08
altosight_313,Lexar JumpDrive S25 64GB USB 3.0 Flash Drive LJDS25-64GABEU (Lila),LEXAR,64,21.1
altosight_314,"Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU,LEXAR MEDIA INC,LJDP20-32GCRBEU",LEXAR,32,42.55
altosight_315,PNY AttachÃ© 4 USB-2.0-Stick 8GB schwarz,PNY,8,6.99
altosight_316,Lexar Platinum II 300x 8GB SDHC U1 Speicherkarte - LSD8GBBBEU300,LEXAR,8,7.99
altosight_317,Toshiba THN-N101K0320E6 32GB Exceria Pro N101 SD Karte,TOSHIBA,32,74.99
altosight_318,Toshiba THN-N101K0640E6 64GB Exceria Pro N101 SD Karte,TOSHIBA,64,148.45
altosight_319,Toshiba Exceria Micro SDHC 32GB Class 10 (bis zu 95MB/s lesen) Speicherkarte schwarz,TOSHIBA,32,35.73
altosight_320,Kingston SDA3/128GB SDHC/SDXC 128GB Ultra High-Speed Class 3 Speicherkarte,Kingston,128,61.89
altosight_321,Lexar LJDC20m-32GBBEUK JumpDrive C20m micro-USB-Flash-Laufwerk 32GB,LEXAR,32,24.88
altosight_322,Lexar LJDC20m-128BBEUK JumpDrive C20m micro-USB-Flash-Laufwerk 128GB,LEXAR,128,53.61
altosight_323,Lexar LJDC20c-128BBEUK JumpDrive C20c USB Type-C-Flash-Laufwerk 128GB,LEXAR,128,65.52
altosight_324,Toshiba TransMemory U202 8GB USB stick USB 2.0 aqua,TOSHIBA,8,
altosight_325,"Transcend SDXC/SDHC UHS-II U3 EXTREME 64GB Speicherkarte (285 MB/s Lesen, 180MB/s Schreiben)",Transcend,64,102.4
altosight_326,Toshiba THN-N101K1280E6 128GB Exceria Pro N101 SD Karte,TOSHIBA,128,
altosight_327,"HyperX Savage HXS3/512 GB USB-Stick USB 3.0 schwarz/rot bis zu 350MB/Sek R, 250MB/Sek W",Kingston,512,222.47
altosight_328,Toshiba THN-M401S0160E2 EXCERIA PRO M401 Flash-Speicher 16GB,TOSHIBA,16,18.78
altosight_329,SanDisk Cruzer Glide 256 GB USB-Flash-Laufwerk USB 2.0,SANDISK,256,87.92
altosight_330,Samsung Pro Micro SDXC 128GB Class 10 Speicherkarte,Samsung,128,
altosight_331,Kingston microSD Action Camera UHS-I U3 SDCAC 16GB Speicherkarte mit Adapter,Kingston,16,14.59
altosight_332,Toshiba Exceria Pro N401 SDXC 128GB UHS-I U3 Speicherkarte (bis zu 95MB/Sek. lesen),TOSHIBA,128,70.61
altosight_333,Kingston Industrial Temperature Micro SDHC UHS-I 8GB Class 10 Speicherkarte + SD-adapter,Kingston,8,14.98
altosight_334,"Toshiba Exceria Pro N401 SDHC 32GB UHS-I U3 Speicherkarte (bis zu 95MB/Sek. lesen),Toshiba,THN-N401S0320E4",TOSHIBA,32,
altosight_335,"Toshiba Exceria Pro N401 SDXC 64GB UHS-I U3 Speicherkarte (bis zu 95MB/Sek. lesen),Toshiba,THN-N401S0640E4",TOSHIBA,64,
altosight_336,Toshiba Exceria Pro N302 SDXC 128GB UHS-I U3 Speicherkarte (bis zu 90MB/Sek. lesen),TOSHIBA,128,53.93
altosight_337,Toshiba THN-M302R1280EA - EXCERIA M302-EA - Flash memory card (microSDXC to SD adapter included) - 128 GB - UHS Class 3 / Class10 - microSDXC UHS-I,TOSHIBA,128,
altosight_338,SanDisk SDCZ60â256 g-a46 256 GB Cruzer Glide (TM) USB Flash Drive,SANDISK,256,
altosight_339,"Intenso Rainbow Line - Memoria USB2.0 de 4 GB, color negro",Intenso,4,5.98
altosight_340,SanDisk 8 GB tarjeta de memoria flash SDHC de clase 2 sdsdb-8192-a11: Amazon.es: InformÃ¡tica,SANDISK,8,20.62
altosight_341,"Intenso Speed Line - Memoria USB de 8 GB (USB 3.0, 60 MB/s, con tapa), negro,Intenso,3530460",Intenso,8,
altosight_342,"Sony Micro Vault R-Series - Memoria USB de 32 GB, negro",SONY,32,20.91
altosight_343,"Intenso Basic Line 3503470 - Memoria USB 2.0 (16 GB), color negro y plateado",Intenso,16,7.96
altosight_344,"Sony SF8U - Tarjeta de Memoria SDHC de 8 GB (Clase 4, 40 MB/s, UHS-I),Sony,CAN985",SONY,8,12.38
altosight_345,"Kingston DataTraveler 101 GeneraciÃ³n 2 (G2) - Memoria USB de 32 GB, morado, paquete abrefÃ¡cil: Amazon.es: InformÃ¡tica",Kingston,32,25.08
altosight_346,Toshiba SD-XPRO32UHS2 - Tarjeta de memoria de 32 GB,TOSHIBA,32,112.91
altosight_347,"Intenso 3534460 - Memoria USB de 8GB,Intenso,3534460",Intenso,8,9.62
altosight_348,Kingston SDA10/256GB - Tarjeta SD profesional de 256 GB (UHS-I SDHC/SDXC clase 10),Kingston,256,79.04
altosight_349,"Toshiba SD-X64UHS1(6 - Tarjeta de memoria SDXC, UHS de 64 GB, Clase 3",TOSHIBA,64,51.81
altosight_350,"Kingston DataTraveler SE9 G2 - Memoria 8GB USB 3.0, plateado",Kingston,8,
altosight_351,Lexar P20 128GB USB 3.0 JumpDrive - LJDP20-128CRBEU,LEXAR,128,93.47
altosight_352,Lexar JumpDrive S25 32GB USB 3.0 Flash Drive LJDS25-32GABEU (Verde),LEXAR,32,
altosight_353,Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU,LEXAR,32,
altosight_354,Lexar JumpDrive S25 16GB USB 3.0 Flash Drive LJDS25-16GABEU (Teal),LEXAR,16,11.73
altosight_355,"PNY FD8GBATT4-EF - Memoria USB 2.0 de 8 GB, color negro",PNY,8,11.86
altosight_356,"Lexar JumpDrive V30 - Memoria USB 2.0 de 16 GB, azul",LEXAR,16,6.99
altosight_357,"Lexar LSD8GBBBEU300 - Tarjeta de memoria SD Premium de 8 GB (con hasta 45 MB/s, Clase 10, velocidad de 300x)",LEXAR,8,11.9
altosight_358,"Toshiba 32 GB Exceria PRO 32GB SDHC UHS Clase 3 memoria flash - Tarjeta de memoria (32 GB, SDHC, Clase 3, 260 MB/s, 240 MB/s, UHS)",TOSHIBA,32,76.67
altosight_359,"Toshiba 64GB Exceria PRO 64GB SDHC UHS Clase 3 memoria flash - Tarjeta de memoria (64 GB, SDHC, Clase 3, 260 MB/s, 240 MB/s, UHS)",TOSHIBA,64,147.9
altosight_360,"Kingston SDA3/128GB - Tarjeta de memoria SDHC/SDXC UHS-I U3, 128 GB velocidades 90R/80W",Kingston,128,64.45
altosight_361,Lexar LXQD32GCRBEU1400 - Tarjeta de memoria de 32 GB,LEXAR,32,
altosight_362,"Transcend 64GB SDXC UHS-II U3 64GB SDXC UHS-II Clase 10 memoria flash - Tarjeta de memoria (64 GB, SDXC, Clase 10, 285 MB/s, 180 MB/s, UHS-II)",Transcend,64,101.19
altosight_363,"Toshiba 128GB SDXC 128GB SDXC UHS Clase 3 memoria flash - Tarjeta de memoria (128 GB, SDXC, Clase 3, 260 MB/s, 150 MB/s, UHS)",TOSHIBA,128,
altosight_364,Kingston SDC10G2/8GB - Tarjeta microSD de 8GB (clase 10 UHS-I 45MB/s) con adaptador SD,Kingston,8,
altosight_365,Tarjeta de memoria SDXC SanDisk Ultra Plus Clase 10 16 gb,SANDISK,16,18.59
altosight_366,"Sandisk UFM 32GB USB CRUZER GLIDE 3.0 32GB USB 3.0 (3.1 Gen 1) Conector USB Tipo A Negro, Rojo unidad flash USB - Memoria USB (32 GB, 3.0 (3.1 Gen 1), Conector USB Tipo A, Deslizar, Negro, Rojo): Amazon.es: InformÃ¡tica",SANDISK,32,17.97
altosight_367,"Toshiba THN-M401S0160E2 Exceria Pro M401 Tarjeta MicroSD de 16GB, Blanco",TOSHIBA,16,12.99
altosight_368,SanDisk Cruzer Glide - Memoria USB de 256 GB con USB 2.0,SANDISK,256,96.01
altosight_369,"Toshiba EXCERIA PRO - N401 128GB SDXC UHS-I Clase 3 memoria flash - Tarjeta de memoria (SDXC, UHS-I, Clase 3, Negro, A prueba de rayos X, ISO 7816-1)",TOSHIBA,128,67.0
altosight_370,"Kingston SDCIT/8GB - Tarjeta de memoria microSDHC de 8 GB (UHS-I, Clase 10, temperatura industrial): Kingston: Amazon.es: InformÃ¡tica",Kingston,8,14.21
altosight_371,"Toshiba EXCERIA PRO - N401 32GB SDHC UHS-I Clase 3 memoria flash - Tarjeta de memoria (SDHC, UHS-I, Clase 3, Negro, A prueba de rayos X, ISO 7816-1)",TOSHIBA,32,
altosight_372,"Sandisk,Sandisk,SanDisk Unidad flash - Memoria flash USB doble SanDisk Ultra de 64 GB con USB 3.1 Type-C,SanDisk,SDDDC2-064G-G46",SANDISK,64,31.51
altosight_373,"Toshiba EXCERIA N302 N302 SDXC 128GB 128GB SDXC UHS-I Clase 10 memoria flash - Tarjeta de memoria (128 GB, SDXC, Clase 10, 90 MB/s, UHS-I, 24 mm)",TOSHIBA,128,
altosight_374,"Sony SRG1UXA 128GB MicroSDXC UHS-I Clase 10 memoria flash - Tarjeta de memoria (128 GB, MicroSDXC, Clase 10, UHS-I, 95 MB/s, Negro): Amazon.es: InformÃ¡tica",SONY,128,175.05
altosight_375,"Sandisk Cruzer Glide 256GB USB 2.0 Tipo A Negro, Rojo unidad flash USB - Memoria USB (256 GB, USB 2.0, Tipo A, Deslizar, Negro, Rojo, 0 - 45 Â°C)",SANDISK,256,
altosight_376,"Intenso Basic Line 3503470 - Memoria USB 2.0 (16 GB), color negro y plateado",Intenso,16,7.96
altosight_377,"Kingston SDA3/128GB - Tarjeta de memoria SDHC/SDXC UHS-I U3, 128 GB velocidades 90R/80W",Kingston,16,54.05
altosight_378,"Lexar 8GB JumpDrive V10 4GB USB 2.0 Tipo A Azul unidad flash USB - Memoria USB (4 GB, USB 2.0, Tipo A, Azul, Win, Mac)",LEXAR,8,18.8
altosight_379,"Lexar JumpDrive V30 - Memoria USB 2.0 de 32 GB, verde",LEXAR,32,10.35
altosight_380,"Lexar LSD8GBBBEU300 - Tarjeta de memoria SD Premium de 8 GB (con hasta 45 MB/s, Clase 10, velocidad de 300x)",LEXAR,8,11.9
altosight_381,Lexar P20 128GB USB 3.0 JumpDrive - LJDP20-128CRBEU,LEXAR,128,108.9
altosight_382,Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU,LEXAR,32,37.64
altosight_383,"Sony SF8U - Tarjeta de memoria SDHC de 8 GB (Clase 4, 40 MB/s, UHS-I), color negro",SONY,8,16.5
altosight_384,"Toshiba EXCERIA N302 N302 SDXC 128GB 128GB SDXC UHS-I Clase 10 memoria flash - Tarjeta de memoria (128 GB, SDXC, Clase 10, 90 MB/s, UHS-I, 24 mm)",TOSHIBA,128,45.31
altosight_385,"Toshiba EXCERIA PRO - N401 128GB SDXC UHS-I Clase 3 memoria flash - Tarjeta de memoria (SDXC, UHS-I, Clase 3, Negro, A prueba de rayos X, ISO 7816-1)",TOSHIBA,128,66.99
altosight_386,Toshiba SD-CX32UHS1 (6 A Micro SD 32 GB MB tarjeta de memoria,TOSHIBA,32,44.51
altosight_387,"Toshiba THNV128OSUS(BL8 - Memoria USB de 128 GB, plateado",TOSHIBA,128,98.64
altosight_388,"Toshiba THNV128OSUSIL(8 - Memoria USB 3.0 de 128 GB, color plata",TOSHIBA,128,65.76
altosight_389,"Toshiba THNV32OSUSIL(8 - Memoria USB 3.0 de 32 GB, color plata",TOSHIBA,32,24.52
altosight_390,"Carte mÃ©moire SDXC SanDisk Ultra PLUS 64 Go, Classe 10",SANDISK,64,37.99
altosight_391,"Carte mÃ©moire SDXC SanDisk Ultra PLUS 64 Go, Classe 10",SANDISK,64,37.99
altosight_392,"Carte mÃ©moire SDXC SanDisk Ultra PLUS 64 Go, Classe 10",SANDISK,64,37.99
altosight_393,"Carte mÃ©moire SDXC SanDisk Ultra PLUS 64 Go, Classe 10",SANDISK,64,37.99
altosight_394,Kingston Carte SD Standard SD4/4GB SDHC Classe 4 - 4Go,Kingston,4,
altosight_395,"Sony USM32GR Noir ClÃ© USB 32Go,Sony,558J683,ClÃ© USB",SONY,32,28.79
altosight_396,Sony SF8U Carte mÃ©moire SDHC,SONY,8,12.83
altosight_397,Lexar JumpDrive S70 16Go USB 2.0 Gris - LJDS70-16GABEU,LEXAR,16,12.99
altosight_398,Kingston Carte SD Professionnelles SDA10/16GB UHS-I SDHC/SDXC Classe 10 - 16Go,Kingston,16,13.91
altosight_399,Kingston DataTraveler 101 Generation 2 (G2) ClÃ© USB 32 Go Mauve - Emballage &quot;dÃ©baller sans s'Ã©nerver&quot;,Kingston,32,21.86
altosight_400,"Sony USM32GQX Noir,Sony - Rme New MÃ©dia,USM32GQX/B",SONY,32,51.5
altosight_401,Kingston Carte SD Professionnelles SDA10/256GB UHS-I SDHC/SDXC Classe 10 - 256Go,Kingston,256,117.68
altosight_402,Toshiba SD-CX64UHS1(6 Micro Secure Digital Extended Capacity (MicroSDXC),TOSHIBA,64,51.51
altosight_403,Lexar P20 128Go USB 3.0 JumpDrive - LJDP20-128CRBEU,LEXAR,128,87.85
altosight_404,Lexar LJDS25-64GABEU JumpDrive S25 64Go USB 3.0 Flash Drive Violet,LEXAR,64,32.17
altosight_405,Lexar LJDS25-32GABEU JumpDrive S25 32Go USB 3.0 Flash Drive vert,LEXAR,32,20.29
